,Average temperature (°F),Average humidity (%),Average dewpoint (°F),Average barometer (in),Average windspeed (mph),Average gustspeed (mph),Average direction (°deg),Rainfall for month (in),Rainfall for year (in),Maximum rain per minute,Maximum temperature (°F),Minimum temperature (°F),Maximum humidity (%),Minimum humidity (%),Maximum pressure,Minimum pressure,Maximum windspeed (mph),Maximum gust speed (mph),Maximum heat index (°F)
2020065,66.8,34,34.3,29.6,4.0,6.4,213,0.01,3.41,0.00,84.8,46.7,66,9,29.697,29.507,20.7,26.5,81.7
2020066,62.6,43,38.2,29.4,5.1,8.0,230,0.06,3.46,0.01,70.4,54.7,79,20,29.506,29.184,26.5,32.2,77.5
2020067,60.0,34,28.8,29.3,4.0,6.6,246,0.06,3.46,0.00,77.0,34.9,74,16,29.418,29.191,15.0,21.9,77.1
2020068,51.5,55,34.7,29.4,3.9,6.6,87,0.12,3.52,0.01,61.8,36.9,88,23,29.608,29.300,16.1,31.1,61.8
2020069,46.7,49,27.5,29.7,7.9,13.3,254,0.15,3.55,0.01,55.0,38.7,72,31,29.868,29.525,21.9,34.5,55.0
20200610,51.9,40,27.6,30.0,6.7,10.5,239,0.15,3.55,0.00,64.4,44.8,52,24,30.017,29.859,18.4,33.4,64.4
20200611,55.0,43,30.2,30.1,2.4,4.4,129,0.15,3.55,0.00,71.3,32.6,80,18,30.137,30.005,12.7,17.3,76.0
20200612,61.5,39,31.7,30.0,2.9,5.0,75,0.15,3.55,0.00,80.7,36.0,80,12,30.137,29.826,13.8,20.7,79.0
20200613,61.2,45,37.6,29.7,3.8,6.2,255,0.20,3.60,0.03,80.2,41.1,77,16,29.838,29.545,19.6,32.2,78.6
20200614,65.7,26,25.6,29.5,8.0,11.7,226,0.20,3.60,0.00,78.7,49.3,55,9,29.592,29.446,28.8,40.3,77.3
20200615,59.9,30,25.3,29.7,2.0,3.6,297,0.20,3.60,0.00,82.4,39.2,54,10,29.796,29.598,11.5,19.6,79.9
20200616,65.3,28,27.2,29.5,6.2,9.6,245,0.20,3.60,0.00,81.5,40.8,63,14,29.688,29.397,19.6,28.8,79.3
20200617,64.4,28,26.1,29.4,6.2,9.5,251,0.20,3.60,0.00,82.0,42.6,58,9,29.517,29.404,19.6,26.5,79.6
20200618,53.2,56,36.6,29.7,3.7,6.5,72,0.27,3.67,0.01,62.3,44.4,91,35,29.873,29.518,12.7,19.6,62.3
20200619,48.8,81,43.1,29.9,2.2,3.8,48,0.52,3.92,0.01,56.3,41.6,94,63,29.898,29.804,20.7,31.1,56.3
20200620,56.3,49,31.2,29.8,3.8,6.3,252,0.53,3.93,0.01,77.6,32.2,96,13,29.941,29.752,18.4,24.2,76.7
20200621,58.9,48,38.0,29.7,3.4,5.4,252,0.55,3.95,0.02,71.5,47.7,78,24,29.753,29.608,13.8,29.9,77.0
20200622,57.1,62,43.2,29.8,2.5,4.3,16,0.55,3.95,0.00,70.2,39.8,93,38,29.913,29.734,13.8,18.4,77.5
20200623,58.8,64,45.1,29.8,2.4,3.9,18,0.63,4.03,0.02,75.6,42.0,92,31,29.930,29.733,17.3,21.9,77.4
